State,ICD.Chapter,Year,Deaths,Population,Crude.Rate,GDP,gdp_per_cap,Division,Region,national_crude_rate,ICD.Labels
AL,Diseases of the circulatory system,2007,15786,4672840,337.8,1.72975E+11,37017.15,East South Central,South,268.9817593,Circulatory system diseases
AL,Diseases of the circulatory system,2008,15987,4718206,338.8,1.74526E+11,36989.97,East South Central,South,265.8799879,Circulatory system diseases
AL,Diseases of the circulatory system,2009,15776,4757938,331.6,1.70931E+11,35925.42,East South Central,South,255.8066593,Circulatory system diseases
AL,Diseases of the circulatory system,2010,15809,4779736,330.8,1.77249E+11,37083.47,East South Central,South,254.0778419,Circulatory system diseases
AL,Diseases of the digestive system,2001,1588,4467634,35.5,1.22916E+11,27512.44,East South Central,South,30.12012308,Digestive system diseases
AL,Diseases of the digestive system,2002,1561,4480089,34.8,1.28E+11,28460.37,East South Central,South,30.14687243,Digestive system diseases
AL,Diseases of the skin and subcutaneous tissue,1999,75,4430141,1.7,1.1568E+11,26112.06,East South Central,South,1.3380357,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2000,72,4447100,1.6,1.19852E+11,26950.53,East South Central,South,1.340926806,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2001,61,4467634,1.4,1.22916E+11,27512.44,East South Central,South,1.32313522,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2002,91,4480089,2,1.28E+11,28460.37,East South Central,South,1.373632013,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2003,71,4503491,1.6,1.34153E+11,29788.58,East South Central,South,1.431331321,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2004,77,4530729,1.7,1.47715E+11,32602.97,East South Central,South,1.436232742,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2005,80,4569805,1.8,1.58847E+11,34760.08,East South Central,South,1.437656435,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2006,79,4628981,1.7,1.66E+11,35962.34,East South Central,South,1.299970169,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2007,71,4672840,1.5,1.72975E+11,37017.15,East South Central,South,1.293402425,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2008,74,4718206,1.6,1.74526E+11,36989.97,East South Central,South,1.313586322,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2009,53,4757938,1.1,1.70931E+11,35925.42,East South Central,South,1.310835377,Skin diseases
AL,Diseases of the skin and subcutaneous tissue,2010,81,4779736,1.7,1.77249E+11,37083.47,East South Central,South,1.303384098,Skin diseases
AL,Certain conditions originating in the perinatal period,2001,271,4467634,6.1,1.22916E+11,27512.44,East South Central,South,4.873162412,Perinatal conditions
AL,Certain conditions originating in the perinatal period,2002,268,4480089,6,1.28E+11,28460.37,East South Central,South,4.955755041,Perinatal conditions
AL,"Congenital malformations, deformations and chromosomal abnormalities",1999,180,4430141,4.1,1.1568E+11,26112.06,East South Central,South,3.724553377,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2000,174,4447100,3.9,1.19852E+11,26950.53,East South Central,South,3.758769227,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2001,175,4467634,3.9,1.22916E+11,27512.44,East South Central,South,3.664258796,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2002,168,4480089,3.7,1.28E+11,28460.37,East South Central,South,3.715599419,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2003,167,4503491,3.7,1.34153E+11,29788.58,East South Central,South,3.625547186,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2004,183,4530729,4,1.47715E+11,32602.97,East South Central,South,3.58531764,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2005,177,4569805,3.9,1.58847E+11,34760.08,East South Central,South,3.522644764,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2006,170,4628981,3.7,1.66E+11,35962.34,East South Central,South,3.515317077,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2007,187,4672840,4,1.72975E+11,37017.15,East South Central,South,3.459468925,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2008,172,4718206,3.6,1.74526E+11,36989.97,East South Central,South,3.383164795,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2009,153,4757938,3.2,1.70931E+11,35925.42,East South Central,South,3.221615784,Congenital malformalities
AL,"Congenital malformations, deformations and chromosomal abnormalities",2010,158,4779736,3.3,1.77249E+11,37083.47,East South Central,South,3.133000743,Congenital malformalities
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2005,1307,4569805,28.6,1.58847E+11,34760.08,East South Central,South,10.82815656,Non-classified natural cuases
AL,Diseases of the musculoskeletal system and connective tissue,1999,193,4430141,4.4,1.1568E+11,26112.06,East South Central,South,4.783182327,Musculoskeletal system diseases
AL,Diseases of the musculoskeletal system and connective tissue,2000,243,4447100,5.5,1.19852E+11,26950.53,East South Central,South,4.890877258,Musculoskeletal system diseases
AL,Diseases of the musculoskeletal system and connective tissue,2001,246,4467634,5.5,1.22916E+11,27512.44,East South Central,South,4.932818033,Musculoskeletal system diseases
AL,Diseases of the genitourinary system,1999,1363,4430141,30.8,1.1568E+11,26112.06,East South Central,South,19.03919439,Genitourinary diseases
AL,Diseases of the genitourinary system,2000,1294,4447100,29.1,1.19852E+11,26950.53,East South Central,South,19.3872612,Genitourinary diseases
AL,Diseases of the genitourinary system,2001,1335,4467634,29.9,1.22916E+11,27512.44,East South Central,South,20.01130263,Genitourinary diseases
AL,Diseases of the genitourinary system,2002,1368,4480089,30.5,1.28E+11,28460.37,East South Central,South,20.2812554,Genitourinary diseases
AL,Diseases of the genitourinary system,2003,1425,4503491,31.6,1.34153E+11,29788.58,East South Central,South,20.70987835,Genitourinary diseases
AL,Diseases of the genitourinary system,2004,1385,4530729,30.6,1.47715E+11,32602.97,East South Central,South,20.60276928,Genitourinary diseases
AL,Diseases of the genitourinary system,2005,1392,4569805,30.5,1.58847E+11,34760.08,East South Central,South,21.2417848,Genitourinary diseases
AL,Diseases of the genitourinary system,2006,1458,4628981,31.5,1.66E+11,35962.34,East South Central,South,21.30874011,Genitourinary diseases
AL,Diseases of the genitourinary system,2007,1341,4672840,28.7,1.72975E+11,37017.15,East South Central,South,21.49279308,Genitourinary diseases
AL,Diseases of the genitourinary system,2008,1351,4718206,28.6,1.74526E+11,36989.97,East South Central,South,20.76003047,Genitourinary diseases
AL,Diseases of the genitourinary system,2009,1403,4757938,29.5,1.70931E+11,35925.42,East South Central,South,20.71183079,Genitourinary diseases
AL,Diseases of the genitourinary system,2010,1460,4779736,30.5,1.77249E+11,37083.47,East South Central,South,21.27188636,Genitourinary diseases
AL,External causes of morbidity and mortality,2007,3759,4672840,80.4,1.72975E+11,37017.15,East South Central,South,61.43984942,Non-natural causes
AL,Neoplasms,1999,9743,4430141,219.9,1.1568E+11,26112.06,East South Central,South,201.7863607,Neoplasms
AL,Neoplasms,2000,10041,4447100,225.8,1.19852E+11,26950.53,East South Central,South,201.3478652,Neoplasms
AL,Neoplasms,2001,10039,4467634,224.7,1.22916E+11,27512.44,East South Central,South,199.1248485,Neoplasms
AL,Neoplasms,2002,9922,4480089,221.5,1.28E+11,28460.37,East South Central,South,198.3727482,Neoplasms
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1999,210,4430141,4.7,1.1568E+11,26112.06,East South Central,South,3.254489643,Blood diseases
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2000,223,4447100,5,1.19852E+11,26950.53,East South Central,South,3.315586411,Blood diseases
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2001,208,4467634,4.7,1.22916E+11,27512.44,East South Central,South,3.345978512,Blood diseases
AL,Certain conditions originating in the perinatal period,1999,309,4430141,7,1.1568E+11,26112.06,East South Central,South,5.110016992,Perinatal conditions
AL,Certain conditions originating in the perinatal period,2000,293,4447100,6.6,1.19852E+11,26950.53,East South Central,South,4.99925546,Perinatal conditions
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2004,237,4530729,5.2,1.47715E+11,32602.97,East South Central,South,3.223388173,Blood diseases
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2005,214,4569805,4.7,1.58847E+11,34760.08,East South Central,South,3.245502971,Blood diseases
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2006,224,4628981,4.8,1.66E+11,35962.34,East South Central,South,2.964347781,Blood diseases
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2007,176,4672840,3.8,1.72975E+11,37017.15,East South Central,South,3.235056586,Blood diseases
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2008,221,4718206,4.7,1.74526E+11,36989.97,East South Central,South,3.24669382,Blood diseases
AL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2009,229,4757938,4.8,1.70931E+11,35925.42,East South Central,South,3.143707642,Blood diseases
AL,Mental and behavioural disorders,2006,1576,4628981,34,1.66E+11,35962.34,East South Central,South,30.75307563,Mental health
AL,Mental and behavioural disorders,2007,1648,4672840,35.3,1.72975E+11,37017.15,East South Central,South,29.97033438,Mental health
AL,Mental and behavioural disorders,2008,1888,4718206,40,1.74526E+11,36989.97,East South Central,South,34.40285297,Mental health
AL,Mental and behavioural disorders,2009,1975,4757938,41.5,1.70931E+11,35925.42,East South Central,South,34.63228819,Mental health
AL,Mental and behavioural disorders,2010,2340,4779736,49,1.77249E+11,37083.47,East South Central,South,39.13287323,Mental health
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2001,976,4467634,21.8,1.22916E+11,27512.44,East South Central,South,11.34369181,Non-classified natural cuases
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2002,1160,4480089,25.9,1.28E+11,28460.37,East South Central,South,10.42154885,Non-classified natural cuases
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2003,1457,4503491,32.4,1.34153E+11,29788.58,East South Central,South,10.83872463,Non-classified natural cuases
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2004,1322,4530729,29.2,1.47715E+11,32602.97,East South Central,South,10.28874826,Non-classified natural cuases
AL,Diseases of the nervous system,2010,2539,4779736,53.1,1.77249E+11,37083.47,East South Central,South,45.70300867,Nervous system diseases
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2006,1502,4628981,32.4,1.66E+11,35962.34,East South Central,South,10.63241818,Non-classified natural cuases
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2007,1371,4672840,29.3,1.72975E+11,37017.15,East South Central,South,11.12102572,Non-classified natural cuases
AL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2008,1327,4718206,28.1,1.74526E+11,36989.97,East South Central,South,12.66779493,Non-classified natural cuases
AL,Diseases of the musculoskeletal system and connective tissue,2002,240,4480089,5.4,1.28E+11,28460.37,East South Central,South,5.006515545,Musculoskeletal system diseases
AL,Diseases of the musculoskeletal system and connective tissue,2003,252,4503491,5.6,1.34153E+11,29788.58,East South Central,South,4.994348086,Musculoskeletal system diseases
AL,Diseases of the respiratory system,1999,4345,4430141,98.1,1.1568E+11,26112.06,East South Central,South,82.37631222,Respiratory system diseases
AL,Diseases of the respiratory system,2000,4079,4447100,91.7,1.19852E+11,26950.53,East South Central,South,82.11123408,Respiratory system diseases
AL,Diseases of the respiratory system,2001,4230,4467634,94.7,1.22916E+11,27512.44,East South Central,South,80.71370441,Respiratory system diseases
AL,Diseases of the respiratory system,2002,4471,4480089,99.8,1.28E+11,28460.37,East South Central,South,81.57456499,Respiratory system diseases
AL,Diseases of the digestive system,1999,1456,4430141,32.9,1.1568E+11,26112.06,East South Central,South,29.70038349,Digestive system diseases
AL,Diseases of the digestive system,2000,1494,4447100,33.6,1.19852E+11,26950.53,East South Central,South,29.85375275,Digestive system diseases
AL,Diseases of the respiratory system,2005,4374,4569805,95.7,1.58847E+11,34760.08,East South Central,South,81.10542718,Respiratory system diseases
AL,Diseases of the respiratory system,2006,4111,4628981,88.8,1.66E+11,35962.34,East South Central,South,75.96389398,Respiratory system diseases
AL,Diseases of the digestive system,2003,1592,4503491,35.4,1.34153E+11,29788.58,East South Central,South,30.25218893,Digestive system diseases
AL,Diseases of the digestive system,2004,1596,4530729,35.2,1.47715E+11,32602.97,East South Central,South,29.4861468,Digestive system diseases
AL,Diseases of the digestive system,2005,1608,4569805,35.2,1.58847E+11,34760.08,East South Central,South,29.57228132,Digestive system diseases
AL,Diseases of the digestive system,2006,1608,4628981,34.7,1.66E+11,35962.34,East South Central,South,29.36089076,Digestive system diseases
AL,Diseases of the digestive system,2007,1617,4672840,34.6,1.72975E+11,37017.15,East South Central,South,29.59553922,Digestive system diseases
AL,Diseases of the digestive system,2008,1613,4718206,34.2,1.74526E+11,36989.97,East South Central,South,29.9568588,Digestive system diseases
